vertex_index,distance,angle,elev,x,y,relief,velocity
112,482.29657498648993,170.68665520523359,270.547,1026164.237,-537352.958,9.000,7.360
113,486.03476503784771,146.61593966891260,270.742,1026166.294,-537356.079,8.914,7.360
114,489.77295508930257,146.61593966891260,270.859,1026168.351,-537359.201,8.914,7.360
115,493.51114514066035,143.30029867031718,271.125,1026170.408,-537362.322,8.758,7.360
116,497.23680343757974,139.98465767289821,271.297,1026172.803,-537365.175,8.734,7.360
117,500.96246173442438,127.78265950146736,271.586,1026175.199,-537368.029,8.664,7.360
118,505.75883725073891,115.58066132872374,271.797,1026179.525,-537370.100,8.688,7.360
119,510.55521276700313,111.56502789890735,271.969,1026183.851,-537372.171,8.648,7.360
120,514.69425049746280,107.54939446947510,272.047,1026187.798,-537373.419,8.734,7.360
121,518.83328822803344,106.35695751423791,272.211,1026191.744,-537374.667,8.813,7.360
122,521.72653604332731,105.16452055924366,272.305,1026194.537,-537375.424,8.984,7.360
123,524.61978385862119,135.01499492238548,272.422,1026197.329,-537376.180,8.969,7.360
124,528.53804986269461,182.54690381179833,272.539,1026198.352,-537379.963,8.906,7.360
125,531.51085337485131,200.22833833806928,272.672,1026197.324,-537382.752,8.680,7.360
126,534.48365688700801,190.94211306551989,272.766,1026196.297,-537385.542,8.594,7.360
127,537.70833965887539,181.65588779397436,272.938,1026196.203,-537388.765,8.430,7.360
128,540.93302243086259,164.38644465569277,273.023,1026196.110,-537391.988,8.383,7.360
129,544.44143870856055,147.11700151668950,273.227,1026198.015,-537394.935,8.328,7.360
130,547.94985498609753,135.69624691279546,273.289,1026199.920,-537397.881,8.336,7.360
131,551.23199534624905,124.27549230919148,273.469,1026202.632,-537399.729,8.352,7.360
132,554.51413570630439,138.37891685130037,273.586,1026205.344,-537401.578,8.367,7.360
133,558.28567249930870,152.48234139283701,273.758,1026207.087,-537404.923,8.414,7.360
134,562.05720929231302,150.53289012000289,273.961,1026208.829,-537408.268,8.352,7.360
135,565.67938550241161,148.58343884638299,274.109,1026210.717,-537411.359,8.305,7.360
136,569.30156171257090,148.58343884638299,274.391,1026212.605,-537414.450,8.195,7.360
137,572.92373792266949,138.55861831458390,274.563,1026214.493,-537417.541,8.148,7.360
138,576.49622831745137,128.53379778068722,274.727,1026217.288,-537419.767,8.125,7.360
139,580.06871871225178,128.53379778068722,274.922,1026220.083,-537421.992,8.148,7.360
140,583.64120910703366,122.03488093292079,275.125,1026222.877,-537424.218,7.977,7.360
